staff_name,distance_patient_clinic,distance_staff_patient,time_margin,workload,language,fitness_score,predicted_label,accept_proba
2,1.752984994,3.638540088,-49.81644283,3,2,2.66002994,1,0.925925926
3,10.73504318,4.741721183,-32.03855188,1,2,2.698437183,1,0.925925926
2,2.641812213,6.107291457,-134.6797151,2,2,2.38357658,1,0.666666667
2,11.33253885,7.429601802,-148.1275307,1,1,2.278620158,1,0.666666667
1,1.54686489,9.23123166,-133.1207793,4,0,2.288483103,1,0.666666667
3,3.797922409,11.24431184,-4.47603292,1,1,2.794657548,1,0.925925926
0,13.27216473,2.904353657,-143.8076412,4,0,2.198876012,1,0.666666667
1,7.718705728,11.45753329,-96.49596018,3,1,2.366584409,1,0.666666667
2,7.584153268,14.94470377,-75.97839595,4,1,2.36145011,1,0.666666667
1,4.10418009,1.155385526,-66.76744227,4,1,2.564846203,1,0.666666667
1,11.06443529,3.605428704,-58.2123079,4,0,2.499260334,1,0.666666667
2,8.360239381,13.7845889,-93.27014657,1,1,2.427651229,1,0.666666667
0,5.161252553,8.653640158,-58.5496592,1,0,2.626685542,1,0.925925926
3,13.13439933,13.65339768,-21.29969997,3,2,2.54112303,1,0.666666667
3,13.31113471,10.86983226,-109.9009764,1,1,2.351853742,1,0.666666667
1,9.234819251,12.12707937,-127.9665926,4,2,2.199825705,1,0.666666667
0,1.479648552,7.293472639,-105.6327191,2,0,2.480159724,1,0.666666667
1,1.367948158,8.975587636,-106.2431816,2,2,2.462420704,1,0.666666667
3,9.424808554,10.59201145,-144.1969792,4,0,2.159175203,1,0.666666667
2,8.779257349,8.671469836,-81.46287444,2,1,2.473949813,1,0.666666667
3,8.672669591,11.95104006,-86.37180366,3,1,2.385856891,1,0.666666667
1,3.338004455,9.187550739,-17.19582883,4,1,2.657425019,1,0.925925926
1,7.45112866,11.93827654,-131.8908485,1,2,2.326469786,1,0.666666667
0,11.4878058,8.464570301,-1.630845908,3,0,2.675040086,1,0.925925926
2,3.831385415,4.261773816,-22.80979907,1,1,2.803035744,1,0.925925926
1,7.644202308,12.66024201,-90.45143778,2,1,2.415450764,1,0.666666667
1,3.795365746,1.829600787,-49.8900907,3,2,2.657450032,1,0.925925926
3,7.324078134,3.942913562,-95.26681812,2,1,2.489774023,1,0.666666667
3,10.57632631,12.11127624,-123.5402875,3,1,2.241323016,1,0.666666667
2,1.785189901,1.315583815,-118.5066314,4,1,2.413970158,1,0.666666667
1,2.443451241,11.10435777,-92.55335972,2,0,2.476010711,1,0.666666667
3,2.217008196,11.39567284,-37.74523598,4,2,2.578055736,1,0.666666667
0,1.811243127,10.42121787,-99.87093752,1,2,2.504772265,1,0.666666667
3,1.476250499,3.986913445,-74.20740051,4,1,2.538010359,1,0.666666667
2,9.263336843,13.1905589,-22.51115244,3,0,2.580423868,1,0.666666667
0,1.614358295,13.46656521,-71.21894119,4,1,2.451794294,1,0.666666667
1,10.31825361,6.829852558,-25.77310014,2,2,2.662608604,1,0.925925926
0,4.722956546,8.184452696,-122.7340614,1,0,2.42181237,1,0.666666667
3,13.96135297,10.05899898,-131.4283617,4,1,2.161701942,1,0.666666667
3,13.30451769,4.388465407,-124.581337,2,2,2.327799046,1,0.666666667
0,12.31749628,10.57578046,-32.54724411,3,0,2.542576419,1,0.666666667
3,9.81297867,3.740859899,-140.3800874,4,0,2.23652799,1,0.666666667
1,7.786636462,8.886192455,-37.96337787,4,0,2.546727118,1,0.666666667
0,5.419290424,6.053081758,-68.04632677,1,1,2.618455189,1,0.925925926
0,12.53546159,4.36345543,-59.92736421,4,2,2.471252949,1,0.666666667
0,8.556810195,14.53257741,-89.90115631,1,2,2.429435603,1,0.666666667
3,12.48256234,12.5142002,-96.36795061,3,1,2.308805873,1,0.666666667
0,6.121275607,1.385823367,-56.34662249,3,0,2.617106935,1,0.925925926
0,10.14694147,2.733815841,-11.19976368,2,1,2.753859881,1,0.925925926
0,1.329744143,12.88574756,-134.780203,4,2,2.24857774,1,0.666666667
3,11.6698283,13.74176882,-107.8430881,3,1,2.266407069,1,0.666666667
1,12.24142231,10.18934545,-71.0150099,2,2,2.458975623,1,0.666666667
3,1.12019413,4.733134239,-19.46208125,4,2,2.716593112,1,0.925925926
0,1.372930999,6.441406359,-7.050888474,4,2,2.738353665,1,0.925925926
3,6.375068947,6.065497815,-33.14704425,2,2,2.685104185,1,0.925925926
1,5.443736092,2.022614662,-110.4293034,2,2,2.477238814,1,0.666666667
3,7.951045876,11.2370238,-21.9000647,1,0,2.695119088,1,0.925925926
1,7.566559326,8.823751129,-144.179799,4,0,2.195497565,1,0.666666667
2,3.160680681,12.57123285,-20.63968695,3,1,2.653881908,1,0.925925926
0,2.336655653,11.06578536,-19.26974792,4,1,2.641743097,1,0.925925926
2,8.942997054,12.28438138,-139.6819405,2,0,2.242119747,1,0.666666667
1,13.37913633,2.963461962,-54.17358405,3,0,2.535995404,1,0.666666667
1,2.773586423,9.335514435,-57.8291963,3,2,2.566145004,1,0.666666667
2,12.76339138,4.326727669,-138.0780559,4,0,2.208838623,1,0.666666667
2,12.011943,5.976231259,-18.84787022,3,1,2.637292023,1,0.925925926
3,6.846167512,5.018884891,-14.40579363,4,2,2.673330164,1,0.925925926
2,6.596576487,13.70494821,-98.72088224,1,1,2.427915146,1,0.666666667
0,13.2009177,10.93878157,-43.15792676,3,0,2.494743251,1,0.666666667
2,1.78169899,3.449449416,-138.3774507,4,1,2.326430347,1,0.666666667
0,12.17438008,7.478599118,-31.40375988,1,0,2.658791008,1,0.925925926
3,2.086712182,14.72159524,-141.0168579,2,2,2.281860733,1,0.666666667
2,9.893626376,1.915779267,-0.06453052,1,2,2.841690842,1,0.925925926
2,3.916266783,2.272817193,-24.74373787,3,1,2.735630034,1,0.925925926
3,5.107862814,2.551386417,-116.9510076,4,0,2.373570816,1,0.666666667
1,14.16025385,3.059169531,-26.76799028,4,0,2.578579132,1,0.666666667
2,12.2374585,1.292018304,-57.40939172,2,0,2.593340593,1,0.666666667
1,5.016096745,8.646785389,-91.38058714,4,1,2.398769222,1,0.666666667
1,11.67243912,9.588416506,-141.8429752,3,1,2.194581526,1,0.666666667
2,7.010157314,7.299875999,-118.8340333,3,0,2.340786223,1,0.666666667
2,2.236515545,9.898136935,-8.57387568,1,1,2.81007389,1,0.925925926
3,3.700001458,3.335089126,-65.41940696,3,0,2.591584404,1,0.666666667
1,7.203245415,13.02535879,-52.29992802,4,2,2.463380865,1,0.666666667
1,1.701554866,6.536690675,-134.7248612,4,1,2.308534674,1,0.666666667
1,12.38413722,10.93818846,-120.1635848,2,1,2.28623146,1,0.666666667
0,4.693777416,5.092660687,-15.09802263,4,2,2.691808877,1,0.925925926
0,9.248912319,14.86445418,-138.7361607,3,2,2.176412466,1,0.666666667
2,6.726246507,10.9535041,-88.91441855,1,1,2.486821099,1,0.666666667
1,9.020437826,2.214718149,-130.0423124,4,1,2.294174066,1,0.666666667
2,3.121196881,12.02885704,-32.99946698,1,0,2.698501238,1,0.925925926
0,3.663524273,4.85078472,-119.8521862,1,1,2.475349623,1,0.666666667
1,5.388217298,11.7069452,-21.81314101,2,0,2.676337905,1,0.925925926
3,5.342999435,9.111260702,-107.8723408,2,0,2.415882929,1,0.666666667
3,9.734972036,14.60263434,-126.0742848,3,1,2.21637632,1,0.666666667
3,4.261564586,6.712447333,-108.6194328,1,0,2.488195105,1,0.666666667
1,7.101622034,14.53247623,-95.19131421,4,0,2.306354637,1,0.666666667
0,11.01900927,14.81703582,-89.40549935,3,0,2.323621218,1,0.666666667
1,8.134798783,9.546340455,-33.51993543,1,2,2.67145549,1,0.925925926
3,2.909506623,3.285415112,-105.5462461,2,1,2.506229962,1,0.666666667
0,8.661563393,4.375690232,-137.0832533,4,0,2.252683286,1,0.666666667
3,13.53715723,2.139704877,-11.35837617,3,1,2.685370125,1,0.925925926
1,12.00458796,13.00348949,-121.7204566,4,2,2.18418437,1,0.666666667
3,9.215689778,3.122914842,-137.9861762,3,0,2.296660033,1,0.666666667
2,1.192527347,10.00902222,-122.6610523,2,0,2.39911433,1,0.666666667
3,8.964704339,3.477793825,-113.8100187,1,0,2.456208289,1,0.666666667
0,1.124449164,11.15963728,-136.0415036,3,2,2.303687457,1,0.666666667
1,9.246236141,13.9124299,-60.1012651,2,2,2.488075789,1,0.666666667
0,12.09358622,1.061769067,-31.03224503,3,1,2.64500563,1,0.925925926
3,14.12793348,3.91936546,-141.3176143,4,1,2.188468296,1,0.666666667
3,9.146038665,6.451152144,-148.3952372,4,0,2.189377301,1,0.666666667
1,6.141615381,10.03498524,-123.0742072,2,0,2.347986636,1,0.666666667
2,14.06640198,12.67060982,-99.67476685,3,2,2.280380659,1,0.666666667
1,5.517609413,4.940206008,-12.80615022,2,0,2.772734678,1,0.925925926
3,9.581465842,11.16451421,-61.31102539,4,0,2.428170115,1,0.666666667
3,9.896108589,1.216596221,-128.952223,1,2,2.419032208,1,0.666666667
1,2.384528006,10.7956432,-79.53480868,2,2,2.523082259,1,0.666666667
0,8.309006095,10.61376764,-65.18229048,1,1,2.553497961,1,0.666666667
2,5.22271034,7.510134752,-68.85075377,4,1,2.483169037,1,0.666666667
0,11.56134671,11.64821713,-50.74501273,4,1,2.438754319,1,0.666666667
0,3.598824449,6.930584659,-64.63190171,4,1,2.519266237,1,0.666666667
3,10.52769972,5.749781038,-55.32492653,3,0,2.532808771,1,0.666666667
3,1.376185355,11.87647265,-109.0581857,4,0,2.343946134,1,0.666666667
1,1.495937242,10.44729588,-74.88094026,1,1,2.590964535,1,0.666666667
1,11.02959347,5.285522171,-18.41895442,3,2,2.655452329,1,0.925925926
1,8.977263139,6.282324005,-68.15953751,3,1,2.50020567,1,0.666666667
0,5.408587189,1.297597788,-61.33240292,1,1,2.688496807,1,0.925925926
0,10.78190847,9.819313795,-138.1382073,1,2,2.293527086,1,0.666666667
0,11.42858155,7.432665354,-0.903173375,3,2,2.688376953,1,0.925925926
3,7.188017785,9.414517054,-112.7553482,2,2,2.378123491,1,0.666666667
1,13.74525921,3.405346178,-10.24028061,4,1,2.634359677,1,0.925925926
3,4.369276965,9.51231504,-103.9281933,2,2,2.434756769,1,0.666666667
1,10.09290568,2.049858882,-124.9239374,1,0,2.42215923,1,0.666666667
2,9.074384777,12.84121685,-43.69582116,1,2,2.595191247,1,0.666666667
2,9.872706794,3.490371998,-41.95337436,3,2,2.606524631,1,0.666666667
3,1.676866659,6.454043278,-57.25922183,1,1,2.687826828,1,0.925925926
0,4.69545452,14.49566815,-101.6376505,3,1,2.349296605,1,0.666666667
1,6.606670111,7.367723289,-149.6550422,2,1,2.281405925,1,0.666666667
3,12.9631532,8.901460518,-28.23892221,4,0,2.527224122,1,0.666666667
3,11.41742757,12.68848385,-37.05773824,4,0,2.475415092,1,0.666666667
3,3.358787479,1.100839795,-1.538708364,4,1,2.790274699,1,0.925925926
1,13.4194829,1.409867542,-49.10933122,2,0,2.608008725,1,0.925925926
2,3.180217755,1.612104901,-81.76420958,2,2,2.599529408,1,0.666666667
1,14.90787346,12.28420421,-52.28231674,1,0,2.513804834,1,0.666666667
0,6.755964613,9.563278917,-90.02911228,1,0,2.496710524,1,0.666666667
2,10.35475841,12.15784464,-74.98446425,3,2,2.404925755,1,0.666666667
2,7.169348098,5.690571129,-12.95601868,2,2,2.748214079,1,0.925925926
0,1.43943514,9.860266038,-85.30539197,3,1,2.482651682,1,0.666666667
2,1.871384177,10.24544501,-127.536579,2,1,2.373709778,1,0.666666667
3,6.982031505,7.968105885,-9.223301421,1,0,2.779754288,1,0.925925926
0,10.17298042,11.73734409,-70.15566849,1,0,2.507044527,1,0.666666667
1,10.30671221,1.65396171,-40.87258481,1,0,2.704151311,1,0.925925926
2,13.37604374,12.93963863,-73.10215413,2,0,2.413169329,1,0.666666667
1,11.74685632,6.064579198,-111.9625565,4,2,2.288677123,1,0.666666667
1,6.747541762,3.147153107,-143.6656641,4,0,2.262167504,1,0.666666667
3,5.515730504,2.965424625,-52.19662293,4,0,2.581199706,1,0.666666667
1,3.873364006,1.419735144,-56.44996042,4,2,2.598902474,1,0.666666667
2,5.488159446,11.82143774,-96.69290396,1,0,2.464594348,1,0.666666667
1,10.50732504,14.54641224,-16.65801816,1,1,2.6539359,1,0.925925926
1,11.59151019,1.731770676,-92.67668489,3,0,2.437844908,1,0.666666667
2,12.86591187,7.723817417,-59.30104549,3,2,2.476432556,1,0.666666667
2,2.025767291,10.2097007,-9.28179891,4,0,2.68670599,1,0.925925926
3,2.915962703,2.743550899,-148.7093992,3,2,2.327706867,1,0.666666667
1,6.016629584,14.11907082,-104.7441438,4,2,2.28949585,1,0.666666667
1,2.790155712,8.342830592,-74.3566352,4,0,2.480814686,1,0.666666667
2,7.759174865,14.70732215,-20.42077344,2,2,2.627265785,1,0.925925926
2,6.209631875,9.01451721,-39.90278224,4,1,2.554749235,1,0.666666667
2,4.079406534,4.612154953,-18.9755987,4,2,2.689832389,1,0.925925926
0,4.368719577,3.272782319,-84.73675759,1,0,2.601129122,1,0.666666667
1,7.307585326,8.039521155,-21.47115454,2,1,2.69495842,1,0.925925926
1,2.373395917,8.157135904,-68.44263357,3,0,2.54655257,1,0.666666667
0,6.166988367,8.612875297,-57.15384355,3,1,2.541688552,1,0.666666667
1,4.013206025,2.053401447,-108.4957103,1,1,2.537681558,1,0.666666667
3,11.44079576,8.447197642,-103.9628338,3,1,2.334577287,1,0.666666667
2,7.431482548,9.811050281,-114.1206249,4,0,2.287172589,1,0.666666667
3,14.43261497,3.450327662,-120.9864863,3,0,2.297882286,1,0.666666667
2,1.508781513,7.682586988,-115.9880917,2,0,2.441459343,1,0.666666667
0,3.469463667,6.132414325,-95.38498227,1,1,2.546031279,1,0.666666667
2,6.959970711,6.92654258,-111.6676004,4,2,2.328909533,1,0.666666667
3,10.81149443,2.403461089,-31.24373528,1,2,2.723704661,1,0.925925926
0,12.99820463,9.944672868,-65.48228839,3,1,2.43229693,1,0.666666667
0,11.19000317,7.243467095,-26.57103848,4,0,2.567095169,1,0.666666667
3,9.950717691,9.327777646,-6.943242837,3,1,2.664070904,1,0.925925926
3,2.436405266,7.056809564,-48.03842164,2,2,2.66493978,1,0.925925926
2,11.28242773,10.29917279,-7.90910315,2,2,2.677820318,1,0.925925926
3,11.13486059,7.133374943,-19.50576135,2,0,2.67229844,1,0.925925926
0,9.550694183,7.316131546,-100.6712809,1,1,2.455760807,1,0.666666667
3,1.345832495,4.309470357,-62.63594445,2,2,2.65466049,1,0.925925926
0,7.97201428,1.92773824,-69.58477017,2,2,2.589053241,1,0.666666667
3,6.678498794,10.99504073,-139.0276113,2,0,2.279839234,1,0.666666667
3,2.528375567,7.849389619,-93.60564772,3,0,2.464203522,1,0.666666667
2,1.163936607,11.71853948,-84.07747563,1,0,2.550916987,1,0.666666667
2,7.766386485,14.73123387,-131.4106429,3,0,2.21698832,1,0.666666667
3,8.81988473,8.214742284,-13.85926151,2,2,2.703456191,1,0.925925926
2,9.770897971,10.15004024,-26.35149197,1,2,2.672952311,1,0.925925926
0,7.091932368,13.35955211,-95.27167176,3,2,2.357912916,1,0.666666667
3,10.7172604,6.709563096,-101.1415217,1,1,2.448593359,1,0.666666667
2,10.4231418,8.378756771,-74.76455594,3,1,2.442765828,1,0.666666667
2,13.08455288,1.118332253,-14.1743604,1,1,2.770723281,1,0.925925926
0,14.50914472,13.71437572,-95.95363568,1,2,2.357919343,1,0.666666667
2,6.502950182,10.55538206,-16.23921207,4,1,2.615285971,1,0.925925926
2,8.662124128,11.55346951,-85.07501715,4,2,2.354260673,1,0.666666667
2,9.507683574,10.71602053,-67.09850377,4,2,2.41410128,1,0.666666667
3,3.509663107,9.860585358,-80.94730963,1,1,2.55647315,1,0.666666667
3,1.554279775,7.431778469,-11.83002068,2,0,2.790706015,1,0.925925926
1,2.324916636,6.125974331,-114.5949468,3,0,2.413507934,1,0.666666667
1,6.108370321,6.986985301,-52.6458509,3,2,2.573560274,1,0.666666667
3,13.0806646,10.49390532,-63.17887738,4,1,2.393658043,1,0.666666667
3,12.09799618,5.921125757,-113.7071071,3,1,2.32078509,1,0.666666667
3,14.47515597,1.22579294,-37.6846401,3,1,2.597375044,1,0.666666667
2,1.837213345,3.355073707,-42.99318798,2,0,2.724766503,1,0.925925926
2,8.923806388,14.31276724,-4.588473426,3,2,2.632339352,1,0.925925926
3,9.270159938,12.69988434,-34.3180532,3,0,2.545906047,1,0.666666667
2,9.190453388,3.032691767,-120.4085119,1,2,2.436406842,1,0.666666667
1,1.514826013,2.601197604,-25.43583613,3,0,2.754053643,1,0.925925926
3,12.418835,13.44322684,-24.19859443,4,2,2.5007174,1,0.666666667
1,11.47342457,2.511939368,-92.61237451,3,1,2.431438446,1,0.666666667
2,8.52734519,13.41098319,-49.58170912,2,0,2.535344352,1,0.666666667
0,12.69071335,11.20797918,-113.0659296,3,2,2.264126643,1,0.666666667
3,8.841440617,9.761456819,-70.13625712,1,0,2.540183502,1,0.666666667
3,1.058648205,13.16426912,-120.8550596,1,1,2.414920628,1,0.666666667
1,11.61351179,4.424320516,-51.89706249,1,1,2.626631469,1,0.925925926
2,11.2468834,5.754411505,-87.41602868,4,2,2.378600289,1,0.666666667
3,9.952840956,6.998488553,-119.1701585,1,0,2.393252843,1,0.666666667
3,3.23608446,1.015058191,-121.1704163,2,2,2.473587186,1,0.666666667
2,8.7071515,14.90234542,-4.010530267,3,2,2.630536597,1,0.925925926
1,9.516883436,3.205667779,-61.3954718,3,2,2.548122915,1,0.666666667
3,14.99285969,11.16186475,-106.8476422,4,2,2.222293948,1,0.666666667
0,7.092976387,13.83438609,-105.6020644,3,0,2.318719494,1,0.666666667
2,9.54860051,14.23175088,-65.93868626,2,2,2.462400865,1,0.666666667
3,11.83092268,12.12876975,-85.08314375,2,2,2.396792597,1,0.666666667
1,14.6243131,6.936072538,-44.38284797,3,2,2.516453317,1,0.666666667
0,1.339638855,5.957998463,-1.822218013,3,2,2.800949567,1,0.925925926
0,5.190883734,8.142668857,-74.61508183,4,1,2.457947535,1,0.666666667
2,9.457843847,2.73415773,-48.54812542,2,2,2.6362529,1,0.925925926
0,3.925203103,11.92634622,-44.52199938,4,0,2.533077842,1,0.666666667
0,10.60527022,14.21840293,-137.1414373,2,1,2.214625144,1,0.666666667
0,14.47053496,10.41114354,-25.80513133,2,0,2.585166111,1,0.666666667
1,11.94619473,7.013578046,-17.30716627,1,0,2.712711718,1,0.925925926
3,3.966636107,12.39397927,-29.9312879,1,1,2.696622887,1,0.925925926
0,10.80324299,6.937508707,-88.53589019,4,1,2.367472849,1,0.666666667
3,12.02519391,8.389875741,-93.11871194,2,2,2.405453597,1,0.666666667
0,1.767123619,4.924619998,-115.3126973,4,1,2.388706906,1,0.666666667
0,3.510437256,12.40380416,-54.50902409,3,0,2.539160839,1,0.666666667
1,13.27688263,3.587561037,-78.60012402,4,1,2.40935515,1,0.666666667
2,7.66850096,13.29040505,-73.9345989,3,1,2.423962277,1,0.666666667
2,12.24112416,2.055238044,-40.20899404,2,0,2.643006398,1,0.925925926
1,9.084797108,7.0565387,-121.0275199,1,0,2.395161575,1,0.666666667
3,6.763282394,5.076897996,-105.9761598,2,2,2.44834433,1,0.666666667
2,8.170838364,13.9518514,-49.81241463,3,0,2.49273172,1,0.666666667
0,9.84766715,14.79889735,-75.47690052,3,2,2.381944687,1,0.666666667
0,14.31478288,8.42017847,-109.4140112,2,2,2.327937016,1,0.666666667
1,10.76527157,12.43343909,-75.08556166,3,2,2.397727688,1,0.666666667
3,1.52874304,11.36574368,-59.68410885,1,2,2.632108103,1,0.925925926
1,7.534455009,2.844583348,-137.7543688,2,1,2.357028387,1,0.666666667
1,11.28841339,9.507051499,-52.54414618,2,0,2.536898197,1,0.666666667
1,5.946532646,4.80211378,-76.12616713,3,2,2.518759645,1,0.666666667
0,1.721427003,5.871700754,-114.9344391,2,2,2.460953925,1,0.666666667
3,13.50751495,6.069754626,-3.809725226,1,2,2.75152822,1,0.925925926
3,1.349714649,7.58440213,-16.43220556,2,0,2.775884814,1,0.925925926
1,5.875802299,4.845420581,-146.7686287,2,1,2.323559009,1,0.666666667
2,11.91199816,11.56257011,-28.51531345,2,2,2.590203272,1,0.666666667
1,12.4006062,3.202043413,-39.2365944,1,0,2.673184856,1,0.925925926
0,13.0209571,4.229500828,-85.88005725,2,0,2.461228563,1,0.666666667
0,10.94484411,4.255800666,-49.8000515,2,0,2.601993381,1,0.666666667
1,10.54872121,11.99603928,-113.4249964,1,0,2.356469074,1,0.666666667
3,11.41140811,8.509127876,-145.6927249,4,1,2.155152224,1,0.666666667
0,6.410884414,3.958077587,-100.923156,4,1,2.39989986,1,0.666666667
2,9.254791289,7.032065808,-129.1013804,3,0,2.286793494,1,0.666666667
2,6.468637861,1.515713004,-36.22840843,3,1,2.67939513,1,0.925925926
2,2.238744149,4.273721329,-30.65564598,4,2,2.672689859,1,0.925925926
1,4.481092925,9.652307092,-69.8229869,4,1,2.46592271,1,0.666666667
3,5.994958107,10.01175631,-7.201864016,2,0,2.735926642,1,0.925925926
3,10.71302429,5.945836843,-60.49269663,2,2,2.551769067,1,0.666666667
3,8.455025781,12.42098732,-84.77247873,2,1,2.42866494,1,0.666666667
3,4.092798932,13.51189711,-8.944854428,2,2,2.714136858,1,0.925925926
1,2.887054686,12.80310986,-48.71429541,4,1,2.52071737,1,0.666666667
2,12.20506533,11.91518863,-122.2600445,1,2,2.311263979,1,0.666666667
0,1.71168113,9.643859395,-28.37819848,3,0,2.6718506,1,0.925925926
3,10.1135337,2.140392927,-126.8276924,4,0,2.294701759,1,0.666666667
3,6.756617576,12.36668196,-3.069310606,1,0,2.758535969,1,0.925925926
1,2.003034889,14.47271274,-69.67677041,3,2,2.482986622,1,0.666666667
1,3.542769645,3.752906083,-60.81098491,1,2,2.68433996,1,0.925925926
3,9.805201857,13.45048567,-59.56777605,4,2,2.408883871,1,0.666666667
2,13.3216626,11.23748129,-116.0266962,2,1,2.287652907,1,0.666666667
0,7.53182495,9.762886789,-145.3746551,3,2,2.222470699,1,0.666666667
0,5.722867336,5.954471164,-31.51819753,2,1,2.698165957,1,0.925925926
2,6.527779344,14.41552397,-103.3439573,3,0,2.326087109,1,0.666666667
0,1.619218406,8.500804557,-75.88324343,3,1,2.525855626,1,0.666666667
0,13.72225834,13.43646797,-74.80780446,2,0,2.399053389,1,0.666666667
1,13.12404761,1.348584257,-41.22213242,3,0,2.597866573,1,0.666666667
0,4.558756767,6.246558562,-59.93470805,3,1,2.572164487,1,0.666666667
2,11.31938416,8.921990705,-111.6148525,3,1,2.305536743,1,0.666666667
3,10.18243561,5.291387157,-17.12198839,1,1,2.748188478,1,0.925925926
0,12.8805323,9.81459698,-126.5200435,1,1,2.311315229,1,0.666666667
3,4.043543914,14.89997396,-62.5061385,3,2,2.482211026,1,0.666666667
3,13.18623922,6.276620394,-131.3373739,1,1,2.327580158,1,0.666666667
2,11.41410897,11.95164603,-147.9756001,1,0,2.23309045,1,0.666666667
3,1.385207855,7.866694969,-69.13570626,2,0,2.597028618,1,0.666666667
3,3.832360703,13.19209801,-95.04652899,4,0,2.35293365,1,0.666666667
1,6.099807469,1.726813484,-47.56130657,2,1,2.683196102,1,0.925925926
3,4.160785852,12.98897284,-19.5534963,1,2,2.723324092,1,0.925925926
1,2.303870115,3.419390165,-91.26108242,4,2,2.478563789,1,0.666666667
1,11.08903236,5.209805559,-111.167475,2,0,2.386453371,1,0.666666667
2,2.177385449,3.517600734,-15.70740767,3,1,2.770692113,1,0.925925926
3,11.99270789,13.94902574,-62.39395691,4,0,2.372602807,1,0.666666667
2,1.616465229,13.06193504,-123.3257078,2,2,2.362130305,1,0.666666667
2,7.235038477,5.097320222,-103.9614004,1,1,2.490138412,1,0.666666667
1,12.72455841,13.95034069,-133.441308,4,1,2.128446649,1,0.666666667
1,7.891226331,4.357286906,-115.7640878,4,1,2.331634575,1,0.666666667
0,11.41151365,3.614254509,-11.47068126,1,1,2.771506714,1,0.925925926
2,6.505372771,1.270030581,-0.098071047,3,0,2.801919063,1,0.925925926
1,10.608113,12.1567938,-59.40476903,4,2,2.414335035,1,0.666666667
2,14.3853552,2.245051609,-36.38332729,1,0,2.672418174,1,0.925925926
1,7.887598665,12.98553412,-127.4131486,3,0,2.246558177,1,0.666666667
2,4.21273408,14.64836287,-12.17955708,4,2,2.610790507,1,0.925925926
3,11.89376904,2.410637805,-42.5305677,4,1,2.555187373,1,0.666666667
1,7.740637852,10.86350904,-42.48463997,2,2,2.592343065,1,0.666666667
1,6.871659895,2.990805475,-124.4973874,2,2,2.406384055,1,0.666666667
3,2.947679203,3.098172448,-140.5149285,4,1,2.311158389,1,0.666666667
3,3.006170051,1.727656683,-88.17888269,2,2,2.578732124,1,0.666666667
0,1.843930658,14.09165615,-131.3939057,1,0,2.362664446,1,0.666666667
3,7.38000437,11.42950254,-113.923696,3,2,2.312159278,1,0.666666667
1,14.2239784,13.42388424,-12.10937787,1,2,2.643156781,1,0.925925926
3,1.02093413,10.20824815,-148.4408728,3,1,2.272905268,1,0.666666667
2,3.895151494,2.553311458,-79.08443141,2,2,2.591900599,1,0.666666667
0,3.713510349,6.770960977,-95.95934698,3,1,2.455290797,1,0.666666667
3,8.679067568,4.059295075,-95.88184991,2,0,2.473010207,1,0.666666667
1,12.44720253,5.029381579,-72.42702604,3,1,2.463810739,1,0.666666667
0,11.73114815,5.649362525,-83.30879718,1,1,2.508498903,1,0.666666667
0,4.761702358,3.550551539,-14.44083497,2,0,2.788741344,1,0.925925926
3,11.79651418,7.192989655,-39.99971997,1,2,2.636772562,1,0.925925926
1,1.000942892,13.91193573,-26.52291828,4,0,2.602461486,1,0.666666667
3,11.20930923,3.265643753,-111.1289224,1,2,2.444820729,1,0.666666667
3,3.171351689,13.74265981,-93.11733648,3,1,2.400468763,1,0.666666667
2,6.186063954,8.057139639,-36.61206972,3,1,2.615527732,1,0.925925926
1,7.250980818,2.475890389,-63.14860756,2,0,2.612235929,1,0.925925926
1,4.431728252,12.89166914,-69.74344751,4,0,2.434287868,1,0.666666667
1,7.436618463,4.700163403,-37.75664564,2,0,2.672776696,1,0.925925926
0,8.153995912,9.925421573,-120.807123,4,0,2.256515415,1,0.666666667
2,8.080575317,2.937301606,-41.22066852,3,1,2.632419002,1,0.925925926
0,6.046949437,6.208917248,-127.3019234,4,2,2.293101589,1,0.666666667
3,10.83951424,10.19446329,-81.22425493,2,1,2.438912708,1,0.666666667
1,13.60030646,2.568654953,-91.35520667,4,2,2.37379303,1,0.666666667
1,12.1231171,9.772156716,-85.85213045,2,2,2.414873494,1,0.666666667
2,11.07278576,10.60782426,-38.88633145,1,2,2.613572795,1,0.925925926
2,1.990696055,9.720129887,-145.7107005,4,1,2.237189405,1,0.666666667
2,2.63364775,11.80997523,-141.9837861,3,0,2.262284483,1,0.666666667
0,6.687339201,8.137137575,-126.3822963,3,0,2.310480911,1,0.666666667
1,13.05777933,10.61851053,-20.64063988,3,1,2.574434968,1,0.666666667
1,1.227686466,3.350590858,-16.0752011,3,0,2.780633223,1,0.925925926
1,5.049697503,10.73806686,-134.3009101,1,2,2.354452656,1,0.666666667
2,3.35827739,1.794226117,-91.04431894,2,1,2.564993902,1,0.666666667
2,2.980546919,4.070407796,-108.0238682,4,1,2.409410892,1,0.666666667
1,1.855692872,4.485442473,-120.9070206,3,0,2.413565244,1,0.666666667
1,5.559238281,13.3568018,-3.253262085,1,1,2.759995392,1,0.925925926
2,6.264078905,5.761886332,-86.78704135,2,2,2.51045021,1,0.666666667
1,2.270069085,12.39381348,-90.15815646,2,1,2.472833986,1,0.666666667
3,2.510064514,10.96092944,-121.2112155,3,1,2.341252676,1,0.666666667
